1268635.Loa_00029,Loa_00029,annotation&nbsp;not&nbsp;available,98.9
1268635.Loa_00389,rpsJ,30S&nbsp;ribosomal&nbsp;protein&nbsp;S10,98.8
1268635.Loa_01073,Loa_01073,"Imidazole&nbsp;glycerol&nbsp;phosphate&nbsp;synthase,&nbsp;glutamine&nbsp;amidotransferase,&nbsp;subunit",98.8
1268635.Loa_00534,sdhA1,annotation&nbsp;not&nbsp;available,98.7
1268635.Loa_01914,Loa_01914,annotation&nbsp;not&nbsp;available,98.7
1268635.Loa_02236,Loa_02236,annotation&nbsp;not&nbsp;available,98.7
1268635.Loa_00904,Loa_00904,annotation&nbsp;not&nbsp;available,98.6
1268635.Loa_00982,Loa_00982,annotation&nbsp;not&nbsp;available,98.6
1268635.Loa_02899,atpE,ATP&nbsp;synthase&nbsp;subunit&nbsp;c,98.5
1268635.Loa_01021,glyA,Serine&nbsp;hydroxymethyltransferase,98.4
1268635.Loa_00404,rpsH,30S&nbsp;ribosomal&nbsp;protein&nbsp;S8,98.3
1268635.Loa_01230,Loa_01230,annotation&nbsp;not&nbsp;available,98.2
1268635.Loa_02388,Loa_02388,annotation&nbsp;not&nbsp;available,98.1
1268635.Loa_00069,cysD,annotation&nbsp;not&nbsp;available,98.1
1268635.Loa_01061,secF,Protein-export&nbsp;membrane&nbsp;protein&nbsp;SecF,98.0
1268635.Loa_00553,Loa_00553,annotation&nbsp;not&nbsp;available,97.9
1268635.Loa_01146,Loa_01146,annotation&nbsp;not&nbsp;available,97.9
1268635.Loa_01239,Loa_01239,annotation&nbsp;not&nbsp;available,97.8
1268635.Loa_00808,deaD,ATP-dependent&nbsp;RNA&nbsp;helicase&nbsp;DeaD,97.8
1268635.Loa_01228,Loa_01228,Putrescine-binding&nbsp;periplasmic&nbsp;protein,97.8
1268635.Loa_01966,pmrA,annotation&nbsp;not&nbsp;available,97.6
1268635.Loa_01326,Loa_01326,annotation&nbsp;not&nbsp;available,97.6
1268635.Loa_00579,ftsA,Cell&nbsp;division&nbsp;protein&nbsp;FtsA,97.6
1268635.Loa_01070,hisI,annotation&nbsp;not&nbsp;available,97.6
1268635.Loa_02685,rpsI,annotation&nbsp;not&nbsp;available,97.6
1268635.Loa_02458,Loa_02458,annotation&nbsp;not&nbsp;available,97.5
1268635.Loa_02716,Loa_02716,annotation&nbsp;not&nbsp;available,97.4
1268635.Loa_02567,Loa_02567,annotation&nbsp;not&nbsp;available,97.4
1268635.Loa_02947,yidC,Membrane&nbsp;protein&nbsp;insertase&nbsp;YidC,97.3
1268635.Loa_01257,recQ,annotation&nbsp;not&nbsp;available,97.2
1268635.Loa_02223,Loa_02223,annotation&nbsp;not&nbsp;available,97.0
1268635.Loa_02713,nuoN,NADH-quinone&nbsp;oxidoreductase&nbsp;subunit&nbsp;N,96.9
1268635.Loa_00844,Loa_00844,annotation&nbsp;not&nbsp;available,96.8
1268635.Loa_01703,Loa_01703,annotation&nbsp;not&nbsp;available,96.8
1268635.Loa_01196,Loa_01196,annotation&nbsp;not&nbsp;available,96.8
1268635.Loa_01583,Loa_01583,annotation&nbsp;not&nbsp;available,96.8
1268635.Loa_01871,secA2,Protein&nbsp;translocase&nbsp;subunit&nbsp;SecA,96.8
1268635.Loa_00594,Loa_00594,annotation&nbsp;not&nbsp;available,96.4
1268635.Loa_02659,Loa_02659,annotation&nbsp;not&nbsp;available,96.3
1268635.Loa_01433,pilS,annotation&nbsp;not&nbsp;available,96.0
1268635.Loa_02096,Loa_02096,annotation&nbsp;not&nbsp;available,95.8
1268635.Loa_01271,Loa_01271,annotation&nbsp;not&nbsp;available,95.7
1268635.Loa_01270,Loa_01270,annotation&nbsp;not&nbsp;available,95.7
1268635.Loa_02883,Loa_02883,annotation&nbsp;not&nbsp;available,95.6
1268635.Loa_02453,rpmE,50S&nbsp;ribosomal&nbsp;protein&nbsp;L31,95.6
1268635.Loa_01437,ribD,Riboflavin&nbsp;biosynthesis&nbsp;protein&nbsp;RibD,95.6
1268635.Loa_01973,Loa_01973,annotation&nbsp;not&nbsp;available,95.4
1268635.Loa_00969,mutS,DNA&nbsp;mismatch&nbsp;repair&nbsp;protein&nbsp;MutS,95.1
1268635.Loa_01735,Loa_01735,"Aspartyl/glutamyl-tRNAAsn/Gln&nbsp;amidotransferase,&nbsp;C,&nbsp;subunit",95.1
1268635.Loa_01791,Loa_01791,30S&nbsp;ribosomal&nbsp;protein&nbsp;S1,95.1
1268635.Loa_02133,Loa_02133,annotation&nbsp;not&nbsp;available,95.0
1268635.Loa_00552,Loa_00552,annotation&nbsp;not&nbsp;available,94.9
1268635.Loa_00851,Loa_00851,annotation&nbsp;not&nbsp;available,94.6
1268635.Loa_02607,Loa_02607,annotation&nbsp;not&nbsp;available,94.5
1268635.Loa_02694,infC,Translation&nbsp;initiation&nbsp;factor&nbsp;IF-3,94.5
1268635.Loa_01879,pyrE,Orotate&nbsp;phosphoribosyltransferase,94.4
1268635.Loa_00028,Loa_00028,annotation&nbsp;not&nbsp;available,94.1
1268635.Loa_02299,Loa_02299,annotation&nbsp;not&nbsp;available,93.9
1268635.Loa_00767,rpsU,annotation&nbsp;not&nbsp;available,93.9
1268635.Loa_02674,mutL,DNA&nbsp;mismatch&nbsp;repair&nbsp;protein&nbsp;MutL,93.8
1268635.Loa_01115,dnaQ,DNA&nbsp;polymerase&nbsp;III&nbsp;subunit&nbsp;epsilon,93.7
1268635.Loa_00941,Loa_00941,annotation&nbsp;not&nbsp;available,93.6
1268635.Loa_00926,letS,annotation&nbsp;not&nbsp;available,93.5
1268635.Loa_00067,Loa_00067,annotation&nbsp;not&nbsp;available,93.3
1268635.Loa_01825,Loa_01825,annotation&nbsp;not&nbsp;available,93.2
1268635.Loa_00076,Loa_00076,annotation&nbsp;not&nbsp;available,93.2
1268635.Loa_01692,Loa_01692,annotation&nbsp;not&nbsp;available,93.2
1268635.Loa_00392,Loa_00392,annotation&nbsp;not&nbsp;available,93.0
1268635.Loa_01565,celA,annotation&nbsp;not&nbsp;available,92.8
1268635.Loa_01761,relA,"PppGpp&nbsp;synthetase,&nbsp;RelA/SpoT&nbsp;family",92.7
1268635.Loa_00204,Loa_00204,annotation&nbsp;not&nbsp;available,92.7
1268635.Loa_01824,Loa_01824,annotation&nbsp;not&nbsp;available,92.6
1268635.Loa_00638,Loa_00638,annotation&nbsp;not&nbsp;available,92.6
1268635.Loa_02455,Loa_02455,annotation&nbsp;not&nbsp;available,92.6
1268635.Loa_01912,Loa_01912,annotation&nbsp;not&nbsp;available,92.5
1268635.Loa_02718,Loa_02718,annotation&nbsp;not&nbsp;available,92.5
