1225785.CM001983_gene553,CM001983_gene553,annotation&nbsp;not&nbsp;available,98.9
1225785.CM001983_gene2362,CM001983_gene2362,annotation&nbsp;not&nbsp;available,98.9
1225785.CM001983_gene2579,CM001983_gene2579,annotation&nbsp;not&nbsp;available,98.8
1225785.CM001983_gene2443,CM001983_gene2443,annotation&nbsp;not&nbsp;available,98.8
1225785.CM001983_gene278,CM001983_gene278,annotation&nbsp;not&nbsp;available,98.8
1225785.CM001983_gene1106,CM001983_gene1106,annotation&nbsp;not&nbsp;available,98.8
1225785.CM001983_gene583,CM001983_gene583,annotation&nbsp;not&nbsp;available,98.7
1225785.CM001983_gene2839,CM001983_gene2839,annotation&nbsp;not&nbsp;available,98.7
1225785.CM001983_gene928,CM001983_gene928,annotation&nbsp;not&nbsp;available,98.7
1225785.CM001983_gene3322,CM001983_gene3322,annotation&nbsp;not&nbsp;available,98.7
1225785.CM001983_gene2999,CM001983_gene2999,annotation&nbsp;not&nbsp;available,98.7
1225785.CM001983_gene964,CM001983_gene964,annotation&nbsp;not&nbsp;available,98.7
1225785.CM001983_gene212,CM001983_gene212,annotation&nbsp;not&nbsp;available,98.6
1225785.CM001983_gene420,CM001983_gene420,annotation&nbsp;not&nbsp;available,98.5
1225785.CM001983_gene2438,CM001983_gene2438,annotation&nbsp;not&nbsp;available,98.5
1225785.CM001983_gene2056,CM001983_gene2056,annotation&nbsp;not&nbsp;available,98.5
1225785.CM001983_gene64,CM001983_gene64,annotation&nbsp;not&nbsp;available,98.5
1225785.CM001983_gene2801,CM001983_gene2801,annotation&nbsp;not&nbsp;available,98.4
1225785.CM001983_gene3391,CM001983_gene3391,annotation&nbsp;not&nbsp;available,98.4
1225785.CM001983_gene125,CM001983_gene125,annotation&nbsp;not&nbsp;available,98.4
1225785.CM001983_gene1833,CM001983_gene1833,annotation&nbsp;not&nbsp;available,98.3
1225785.CM001983_gene853,CM001983_gene853,annotation&nbsp;not&nbsp;available,98.3
1225785.CM001983_gene2047,CM001983_gene2047,annotation&nbsp;not&nbsp;available,98.2
1225785.CM001983_gene1392,CM001983_gene1392,annotation&nbsp;not&nbsp;available,98.2
1225785.CM001983_gene677,CM001983_gene677,annotation&nbsp;not&nbsp;available,98.1
1225785.CM001983_gene3152,CM001983_gene3152,annotation&nbsp;not&nbsp;available,98.1
1225785.CM001983_gene2853,CM001983_gene2853,annotation&nbsp;not&nbsp;available,98.1
1225785.CM001983_gene3134,CM001983_gene3134,annotation&nbsp;not&nbsp;available,98.0
1225785.CM001983_gene2513,CM001983_gene2513,annotation&nbsp;not&nbsp;available,98.0
1225785.CM001983_gene728,CM001983_gene728,annotation&nbsp;not&nbsp;available,98.0
1225785.CM001983_gene1301,CM001983_gene1301,annotation&nbsp;not&nbsp;available,98.0
1225785.CM001983_gene2790,CM001983_gene2790,annotation&nbsp;not&nbsp;available,97.9
1225785.CM001983_gene552,CM001983_gene552,annotation&nbsp;not&nbsp;available,97.8
1225785.CM001983_gene761,CM001983_gene761,annotation&nbsp;not&nbsp;available,97.8
1225785.CM001983_gene1120,CM001983_gene1120,annotation&nbsp;not&nbsp;available,97.7
1225785.CM001983_gene691,CM001983_gene691,annotation&nbsp;not&nbsp;available,97.6
1225785.CM001983_gene1812,CM001983_gene1812,annotation&nbsp;not&nbsp;available,97.6
1225785.CM001983_gene157,CM001983_gene157,annotation&nbsp;not&nbsp;available,97.6
1225785.CM001983_gene3381,CM001983_gene3381,annotation&nbsp;not&nbsp;available,97.5
1225785.CM001983_gene1856,CM001983_gene1856,annotation&nbsp;not&nbsp;available,97.5
1225785.CM001983_gene1815,CM001983_gene1815,annotation&nbsp;not&nbsp;available,97.5
1225785.CM001983_gene1811,CM001983_gene1811,annotation&nbsp;not&nbsp;available,97.5
1225785.CM001983_gene2003,CM001983_gene2003,annotation&nbsp;not&nbsp;available,97.5
1225785.CM001983_gene1344,CM001983_gene1344,annotation&nbsp;not&nbsp;available,97.4
1225785.CM001983_gene3380,CM001983_gene3380,annotation&nbsp;not&nbsp;available,97.4
1225785.CM001983_gene682,CM001983_gene682,annotation&nbsp;not&nbsp;available,97.3
1225785.CM001983_gene1396,CM001983_gene1396,annotation&nbsp;not&nbsp;available,97.3
1225785.CM001983_gene265,CM001983_gene265,annotation&nbsp;not&nbsp;available,97.1
1225785.CM001983_gene3475,CM001983_gene3475,annotation&nbsp;not&nbsp;available,97.1
1225785.CM001983_gene1352,CM001983_gene1352,annotation&nbsp;not&nbsp;available,97.1
1225785.CM001983_gene3149,CM001983_gene3149,annotation&nbsp;not&nbsp;available,97.1
1225785.CM001983_gene2337,CM001983_gene2337,annotation&nbsp;not&nbsp;available,97.1
1225785.CM001983_gene3441,CM001983_gene3441,annotation&nbsp;not&nbsp;available,97.0
1225785.CM001983_gene712,CM001983_gene712,annotation&nbsp;not&nbsp;available,97.0
1225785.CM001983_gene2332,CM001983_gene2332,annotation&nbsp;not&nbsp;available,97.0
1225785.CM001983_gene1818,CM001983_gene1818,annotation&nbsp;not&nbsp;available,97.0
1225785.CM001983_gene1952,CM001983_gene1952,annotation&nbsp;not&nbsp;available,97.0
1225785.CM001983_gene1621,CM001983_gene1621,annotation&nbsp;not&nbsp;available,96.9
1225785.CM001983_gene3499,CM001983_gene3499,annotation&nbsp;not&nbsp;available,96.9
1225785.CM001983_gene980,CM001983_gene980,annotation&nbsp;not&nbsp;available,96.8
1225785.CM001983_gene2603,CM001983_gene2603,annotation&nbsp;not&nbsp;available,96.8
1225785.CM001983_gene2929,CM001983_gene2929,annotation&nbsp;not&nbsp;available,96.8
1225785.CM001983_gene867,CM001983_gene867,annotation&nbsp;not&nbsp;available,96.8
1225785.CM001983_gene1222,CM001983_gene1222,annotation&nbsp;not&nbsp;available,96.8
1225785.CM001983_gene3307,CM001983_gene3307,annotation&nbsp;not&nbsp;available,96.7
1225785.CM001983_gene3079,CM001983_gene3079,annotation&nbsp;not&nbsp;available,96.7
1225785.CM001983_gene2686,CM001983_gene2686,annotation&nbsp;not&nbsp;available,96.7
1225785.CM001983_gene1295,CM001983_gene1295,annotation&nbsp;not&nbsp;available,96.6
1225785.CM001983_gene611,CM001983_gene611,annotation&nbsp;not&nbsp;available,96.5
1225785.CM001983_gene614,CM001983_gene614,annotation&nbsp;not&nbsp;available,96.5
1225785.CM001983_gene1198,CM001983_gene1198,annotation&nbsp;not&nbsp;available,96.5
1225785.CM001983_gene1935,CM001983_gene1935,annotation&nbsp;not&nbsp;available,96.5
1225785.CM001983_gene1449,CM001983_gene1449,annotation&nbsp;not&nbsp;available,96.5
1225785.CM001983_gene2440,CM001983_gene2440,annotation&nbsp;not&nbsp;available,96.5
1225785.CM001983_gene2687,CM001983_gene2687,annotation&nbsp;not&nbsp;available,96.5
1225785.CM001983_gene1072,CM001983_gene1072,annotation&nbsp;not&nbsp;available,96.5
1225785.CM001983_gene3321,CM001983_gene3321,annotation&nbsp;not&nbsp;available,96.4
1225785.CM001983_gene1439,CM001983_gene1439,annotation&nbsp;not&nbsp;available,96.4
1225785.CM001983_gene2149,CM001983_gene2149,annotation&nbsp;not&nbsp;available,96.3
1225785.CM001983_gene704,CM001983_gene704,annotation&nbsp;not&nbsp;available,96.3
1225785.CM001983_gene1192,CM001983_gene1192,annotation&nbsp;not&nbsp;available,96.3
1225785.CM001983_gene2693,CM001983_gene2693,annotation&nbsp;not&nbsp;available,96.3
1225785.CM001983_gene2924,CM001983_gene2924,annotation&nbsp;not&nbsp;available,96.3
1225785.CM001983_gene3151,CM001983_gene3151,annotation&nbsp;not&nbsp;available,96.3
1225785.CM001983_gene3572,CM001983_gene3572,annotation&nbsp;not&nbsp;available,96.3
1225785.CM001983_gene3159,CM001983_gene3159,annotation&nbsp;not&nbsp;available,96.3
1225785.CM001983_gene291,CM001983_gene291,annotation&nbsp;not&nbsp;available,96.2
1225785.CM001983_gene404,CM001983_gene404,annotation&nbsp;not&nbsp;available,96.2
1225785.CM001983_gene3190,CM001983_gene3190,annotation&nbsp;not&nbsp;available,96.2
1225785.CM001983_gene2694,CM001983_gene2694,annotation&nbsp;not&nbsp;available,96.1
1225785.CM001983_gene1190,CM001983_gene1190,annotation&nbsp;not&nbsp;available,96.1
1225785.CM001983_gene2601,CM001983_gene2601,annotation&nbsp;not&nbsp;available,96.1
1225785.CM001983_gene1421,CM001983_gene1421,annotation&nbsp;not&nbsp;available,96.1
1225785.CM001983_gene48,CM001983_gene48,annotation&nbsp;not&nbsp;available,96.0
1225785.CM001983_gene3392,CM001983_gene3392,annotation&nbsp;not&nbsp;available,96.0
1225785.CM001983_gene1199,CM001983_gene1199,annotation&nbsp;not&nbsp;available,95.9
1225785.CM001983_gene3014,CM001983_gene3014,annotation&nbsp;not&nbsp;available,95.8
1225785.CM001983_gene264,CM001983_gene264,annotation&nbsp;not&nbsp;available,95.8
1225785.CM001983_gene3342,CM001983_gene3342,annotation&nbsp;not&nbsp;available,95.7
1225785.CM001983_gene1181,CM001983_gene1181,annotation&nbsp;not&nbsp;available,95.7
1225785.CM001983_gene3382,CM001983_gene3382,annotation&nbsp;not&nbsp;available,95.7
1225785.CM001983_gene2101,CM001983_gene2101,annotation&nbsp;not&nbsp;available,95.7
1225785.CM001983_gene924,CM001983_gene924,annotation&nbsp;not&nbsp;available,95.6
1225785.CM001983_gene2232,CM001983_gene2232,annotation&nbsp;not&nbsp;available,95.6
1225785.CM001983_gene2508,CM001983_gene2508,annotation&nbsp;not&nbsp;available,95.6
1225785.CM001983_gene285,CM001983_gene285,annotation&nbsp;not&nbsp;available,95.5
1225785.CM001983_gene3312,CM001983_gene3312,annotation&nbsp;not&nbsp;available,95.5
1225785.CM001983_gene2941,CM001983_gene2941,annotation&nbsp;not&nbsp;available,95.5
1225785.CM001983_gene2275,CM001983_gene2275,annotation&nbsp;not&nbsp;available,95.4
1225785.CM001983_gene509,CM001983_gene509,annotation&nbsp;not&nbsp;available,95.4
1225785.CM001983_gene1722,CM001983_gene1722,annotation&nbsp;not&nbsp;available,95.4
1225785.CM001983_gene1002,CM001983_gene1002,annotation&nbsp;not&nbsp;available,95.4
1225785.CM001983_gene2148,CM001983_gene2148,annotation&nbsp;not&nbsp;available,95.4
1225785.CM001983_gene3,CM001983_gene3,annotation&nbsp;not&nbsp;available,95.3
1225785.CM001983_gene1540,CM001983_gene1540,annotation&nbsp;not&nbsp;available,95.3
1225785.CM001983_gene1792,CM001983_gene1792,annotation&nbsp;not&nbsp;available,95.3
1225785.CM001983_gene739,CM001983_gene739,annotation&nbsp;not&nbsp;available,95.2
1225785.CM001983_gene3211,CM001983_gene3211,annotation&nbsp;not&nbsp;available,95.2
1225785.CM001983_gene2252,CM001983_gene2252,annotation&nbsp;not&nbsp;available,95.2
1225785.CM001983_gene2406,CM001983_gene2406,annotation&nbsp;not&nbsp;available,95.2
1225785.CM001983_gene2540,CM001983_gene2540,annotation&nbsp;not&nbsp;available,95.2
1225785.CM001983_gene1885,CM001983_gene1885,annotation&nbsp;not&nbsp;available,95.2
1225785.CM001983_gene919,CM001983_gene919,annotation&nbsp;not&nbsp;available,95.1
1225785.CM001983_gene1231,CM001983_gene1231,annotation&nbsp;not&nbsp;available,95.1
1225785.CM001983_gene3006,CM001983_gene3006,annotation&nbsp;not&nbsp;available,95.0
1225785.CM001983_gene1700,CM001983_gene1700,annotation&nbsp;not&nbsp;available,95.0
1225785.CM001983_gene591,CM001983_gene591,annotation&nbsp;not&nbsp;available,95.0
1225785.CM001983_gene2533,CM001983_gene2533,annotation&nbsp;not&nbsp;available,95.0
1225785.CM001983_gene495,CM001983_gene495,annotation&nbsp;not&nbsp;available,95.0
1225785.CM001983_gene154,CM001983_gene154,annotation&nbsp;not&nbsp;available,95.0
1225785.CM001983_gene1957,CM001983_gene1957,annotation&nbsp;not&nbsp;available,94.9
1225785.CM001983_gene2341,CM001983_gene2341,annotation&nbsp;not&nbsp;available,94.9
1225785.CM001983_gene3184,CM001983_gene3184,annotation&nbsp;not&nbsp;available,94.9
1225785.CM001983_gene3153,CM001983_gene3153,annotation&nbsp;not&nbsp;available,94.8
1225785.CM001983_gene3249,CM001983_gene3249,annotation&nbsp;not&nbsp;available,94.8
